"county","year","total_cases","total_deaths"
"St. John",2020,174,1
"St. John",2021,365,5
"St. John",2022,832,5
"St. John the Baptist",2020,2649,119
"St. John the Baptist",2021,7060,173
"St. John the Baptist",2022,10628,184
"St. Johns",2020,13072,113
"St. Johns",2021,44005,477
"St. Johns",2022,63143,567
"St. Joseph",2020,28062,417
"St. Joseph",2021,66356,881
"St. Joseph",2022,85605,1082
"St. Landry",2020,6576,202
"St. Landry",2021,14894,352
"St. Landry",2022,22279,416
"St. Lawrence",2020,2182,44
"St. Lawrence",2021,15296,159
"St. Lawrence",2022,22454,191
"St. Louis",2020,82018,1596
"St. Louis",2021,187409,3188
"St. Louis",2022,276008,3874
"St. Louis city",2020,17028,302
"St. Louis city",2021,38978,642
"St. Louis city",2022,58089,780
"St. Lucie",2020,14278,405
"St. Lucie",2021,52135,1047
"St. Lucie",2022,75157,1221
"St. Martin",2020,3804,82
"St. Martin",2021,8981,163
"St. Martin",2022,12985,188
"St. Mary",2020,3080,102
"St. Mary",2021,9204,230
"St. Mary",2022,12526,262
"St. Mary's",2020,3308,89
"St. Mary's",2021,12116,179
"St. Mary's",2022,19329,217
"St. Tammany",2020,15312,345
"St. Tammany",2021,47807,739
"St. Tammany",2022,73066,851
"St. Thomas",2020,1032,15
"St. Thomas",2021,4408,46
"St. Thomas",2022,8643,59
"Stafford",2020,5564,34
"Stafford",2021,21062,140
"Stafford",2022,32404,203
"Stanislaus",2020,37524,616
"Stanislaus",2021,95133,1473
"Stanislaus",2022,136645,1694
"Stanley",2020,272,2
"Stanley",2021,521,3
"Stanley",2022,637,7
"Stanly",2020,4331,78
"Stanly",2021,13128,212
"Stanly",2022,19435,261
"Stanton",2020,478,10
"Stanton",2021,909,18
"Stanton",2022,1076,19
"Stark",2020,24991,393
"Stark",2021,73373,1428
"Stark",2022,94013,1837
"Starke",2020,1564,43
"Starke",2021,4000,82
"Starke",2022,4785,99
"Starr",2020,6260,203
"Starr",2021,12092,337
"Starr",2022,20091,366
"Staunton city",2020,1620,32
"Staunton city",2021,3957,87
"Staunton city",2022,5737,115
"Ste. Genevieve",2020,1430,5
"Ste. Genevieve",2021,2763,34
"Ste. Genevieve",2022,3689,39
"Stearns",2020,16946,172
"Stearns",2021,37185,311
"Stearns",2022,51693,368
"Steele",2020,2678,11
"Steele",2021,7844,43
"Steele",2022,11045,64
"Stephens",2020,5875,88
"Stephens",2021,14561,317
"Stephens",2022,19560,410
"Stephenson",2020,3242,62
"Stephenson",2021,8279,143
"Stephenson",2022,11687,176
"Sterling",2020,98,1
"Sterling",2021,187,5
"Sterling",2022,245,6
"Steuben",2020,6152,145
"Steuben",2021,22245,316
"Steuben",2022,30901,374
"Stevens",2020,2379,29
"Stevens",2021,8608,142
"Stevens",2022,12417,180
"Stewart",2020,1570,37
"Stewart",2021,3985,74
"Stewart",2022,5928,94
"Stillwater",2020,543,8
"Stillwater",2021,1248,29
"Stillwater",2022,1538,32
"Stoddard",2020,2027,34
"Stoddard",2021,4812,110
"Stoddard",2022,6139,130
"Stokes",2020,2005,26
"Stokes",2021,7620,120
"Stokes",2022,11315,180
"Stone",2020,3617,69
"Stone",2021,10242,216
"Stone",2022,14156,261
"Stonewall",2020,88,3
"Stonewall",2021,245,6
"Stonewall",2022,362,7
"Storey",2020,66,2
"Storey",2021,240,8
"Storey",2022,133,11
"Story",2020,8033,31
"Story",2021,14785,64
"Story",2022,19980,90
"Strafford",2020,3489,31
"Strafford",2021,19217,165
"Strafford",2022,30978,210
"Stutsman",2020,3143,70
"Stutsman",2021,5175,92
"Stutsman",2022,7113,97
"Sublette",2020,597,6
"Sublette",2021,1527,23
"Sublette",2022,1926,27
"Suffolk",2020,152487,3685
"Suffolk",2021,466742,5813
"Suffolk",2022,670816,6405
"Suffolk city",2020,4043,90
"Suffolk city",2021,12561,260
"Suffolk city",2022,19133,302
"Sullivan",2020,16966,263
"Sullivan",2021,55628,808
"Sullivan",2022,83208,1052
"Sully",2020,111,3
"Sully",2021,203,3
"Sully",2022,245,3
"Summers",2020,460,17
"Summers",2021,1727,38
"Summers",2022,2831,54
"Summit",2020,33397,599
"Summit",2021,106490,1336
"Summit",2022,139013,1750
"Sumner",2020,17182,225
"Sumner",2021,42074,647
"Sumner",2022,59228,799
"Sumter",2020,13199,335
"Sumter",2021,39541,974
"Sumter",2022,59844,1191
"Sunflower",2020,2435,61
"Sunflower",2021,4519,109
"Sunflower",2022,5773,125
"Surry",2020,4677,80
"Surry",2021,15387,269
"Surry",2022,22341,370
"Susquehanna",2020,1046,39
"Susquehanna",2021,5831,86
"Susquehanna",2022,8188,110
"Sussex",2020,20456,526
"Sussex",2021,70347,1083
"Sussex",2022,101038,1375
"Sutter",2020,6505,52
"Sutter",2021,15175,193
"Sutter",2022,23045,234
"Sutton",2020,398,6
"Sutton",2021,655,11
"Sutton",2022,848,12
"Suwannee",2020,4015,97
"Suwannee",2021,9466,269
"Suwannee",2022,12972,315
"Swain",2020,692,8
"Swain",2021,2298,29
"Swain",2022,3715,43
"Sweet Grass",2020,314,6
"Sweet Grass",2021,610,8
"Sweet Grass",2022,785,13
"Sweetwater",2020,2966,16
"Sweetwater",2021,8320,107
"Sweetwater",2022,11088,126
"Swift",2020,790,16
"Swift",2021,1829,29
"Swift",2022,2313,33
"Swisher",2020,633,13
"Swisher",2021,1557,25
"Swisher",2022,2288,34
"Switzerland",2020,509,5
"Switzerland",2021,1654,14
"Switzerland",2022,2320,20
"Talbot",2020,1481,17
"Talbot",2021,4526,94
"Talbot",2022,6874,120
"Taliaferro",2020,54,0
"Taliaferro",2021,172,3
"Taliaferro",2022,268,3
"Talladega",2020,5211,76
"Talladega",2021,15004,307
"Talladega",2022,22396,377
"Tallahatchie",2020,1240,33
"Tallahatchie",2021,2412,53
"Tallahatchie",2022,3203,60
"Tallapoosa",2020,2383,98
"Tallapoosa",2021,7750,204
"Tallapoosa",2022,11445,234
"Tama",2020,1762,55
"Tama",2021,3066,80
"Tama",2022,3925,90
"Taney",2020,3827,52
"Taney",2021,10027,178
"Taney",2022,13382,226
"Tangipahoa",2020,9038,184
"Tangipahoa",2021,24132,533
"Tangipahoa",2022,34885,599
"Taos",2020,1154,41
"Taos",2021,3288,73
"Taos",2022,5425,90
"Tarrant",2020,150004,1494
"Tarrant",2021,387921,5023
"Tarrant",2022,569281,5925
"Tate",2020,2414,56
"Tate",2021,5000,120
"Tate",2022,7396,143
"Tattnall",2020,1525,36
"Tattnall",2021,3946,117
"Tattnall",2022,5119,131
"Taylor",2020,18486,300
"Taylor",2021,45104,976
"Taylor",2022,64487,1171
"Tazewell",2020,12828,221
"Tazewell",2021,33739,537
"Tazewell",2022,47973,675
"Tehama",2020,3036,36
"Tehama",2021,10550,139
"Tehama",2022,14753,201
"Telfair",2020,823,39
"Telfair",2021,2361,75
"Telfair",2022,3101,85
"Teller",2020,994,9
"Teller",2021,3556,50
"Teller",2022,4897,57
"Tensas",2020,273,3
"Tensas",2021,594,10
"Tensas",2022,988,11
"Terrebonne",2020,6260,149
"Terrebonne",2021,21132,362
"Terrebonne",2022,31012,419
"Terrell",2020,635,36
"Terrell",2021,1438,61
"Terrell",2022,2178,70
"Terry",2020,1351,40
"Terry",2021,2451,73
"Terry",2022,2790,84
"Teton",2020,3173,11
"Teton",2021,8760,41
"Teton",2022,14087,49
"Texas",2020,4319,35
"Texas",2021,8040,115
"Texas",2022,10728,156
"Thayer",2020,382,3
"Thayer",2021,818,8
"Thayer",2022,1110,8
"Thomas",2020,3840,92
"Thomas",2021,10060,209
"Thomas",2022,14577,239
"Throckmorton",2020,54,3
"Throckmorton",2021,143,7
"Throckmorton",2022,271,8
"Thurston",2020,5567,65
"Thurston",2021,27545,286
"Thurston",2022,50807,440
"Tift",2020,3665,81
"Tift",2021,8738,188
"Tift",2022,11593,218
"Tillamook",2020,313,0
"Tillamook",2021,2382,49
"Tillamook",2022,3827,64
"Tillman",2020,544,9
"Tillman",2021,1081,26
"Tillman",2022,1532,35
"Tinian",2020,2,0
"Tinian",2021,9,0
"Tinian",2022,341,0
"Tioga",2020,3637,115
"Tioga",2021,14007,250
"Tioga",2022,19989,278
"Tippah",2020,2026,40
"Tippah",2021,5212,86
"Tippah",2022,7361,109
"Tippecanoe",2020,15179,91
"Tippecanoe",2021,34574,309
"Tippecanoe",2022,51787,396
"Tipton",2020,6514,86
"Tipton",2021,15537,251
"Tipton",2022,21218,323
"Tishomingo",2020,1596,53
"Tishomingo",2021,4113,98
"Tishomingo",2022,6172,122
"Titus",2020,2544,45
"Titus",2021,6163,105
"Titus",2022,8673,128
"Toa Alta",2020,3036,0
"Toa Alta",2021,7853,0
"Toa Alta",2022,13849,0
"Toa Baja",2020,3222,0
"Toa Baja",2021,8174,0
"Toa Baja",2022,14817,0
"Todd",2020,4074,62
"Todd",2021,9294,128
"Todd",2022,12855,154
"Tolland",2020,4900,109
"Tolland",2021,14589,211
"Tolland",2022,21898,275
"Tom Green",2020,12924,180
"Tom Green",2021,26732,395
"Tom Green",2022,41068,553
"Tompkins",2020,2114,14
"Tompkins",2021,11711,71
"Tompkins",2022,21144,85
"Tooele",2020,4542,13
"Tooele",2021,14270,83
"Tooele",2022,21561,102
"Toole",2020,673,8
"Toole",2021,1015,21
"Toole",2022,1249,24
"Toombs",2020,2383,70
"Toombs",2021,5617,177
"Toombs",2022,7114,202
"Torrance",2020,532,4
"Torrance",2021,2259,35
"Torrance",2022,3152,56
"Towner",2020,275,10
"Towner",2021,481,11
"Towner",2022,641,12
"Towns",2020,819,37
"Towns",2021,1874,88
"Towns",2022,2400,116
"Traill",2020,914,17
"Traill",2021,1668,21
"Traill",2022,2205,26
"Transylvania",2020,917,10
"Transylvania",2021,4501,54
"Transylvania",2022,6199,75
"Traverse",2020,216,2
"Traverse",2021,632,8
"Traverse",2022,871,10
"Travis",2020,50595,549
"Travis",2021,133466,1500
"Travis",2022,227227,1735
"Treasure",2020,43,1
"Treasure",2021,115,1
"Treasure",2022,133,1
"Trego",2020,295,3
"Trego",2021,560,9
"Trego",2022,756,10
"Trempealeau",2020,3064,30
"Trempealeau",2021,6192,55
"Trempealeau",2022,8555,65
"Treutlen",2020,511,15
"Treutlen",2021,1278,55
"Treutlen",2022,1634,61
"Trigg",2020,658,3
"Trigg",2021,2555,30
"Trigg",2022,4016,44
"Trimble",2020,373,0
"Trimble",2021,1521,28
"Trimble",2022,2217,40
"Trinity",2020,593,13
"Trinity",2021,2771,81
"Trinity",2022,4192,92
"Tripp",2020,629,12
"Tripp",2021,986,21
"Tripp",2022,1382,24
"Troup",2020,5058,128
"Troup",2021,12201,327
"Troup",2022,15503,379
"Trousdale",2020,2159,12
"Trousdale",2021,3337,36
"Trousdale",2022,4238,45
"Trujillo Alto",2020,2434,0
"Trujillo Alto",2021,6411,0
"Trujillo Alto",2022,11751,0
"Trumbull",2020,10843,264
"Trumbull",2021,32074,705
"Trumbull",2022,42078,941
"Tucker",2020,338,2
"Tucker",2021,1317,32
"Tucker",2022,2024,38
"Tulare",2020,33443,406
"Tulare",2021,89686,1160
"Tulare",2022,136125,1469
"Tulsa",2020,48124,399
"Tulsa",2021,117450,1809
"Tulsa",2022,172585,2183
"Tunica",2020,759,19
"Tunica",2021,1793,40
"Tunica",2022,2559,48
"Tuolumne",2020,2962,21
"Tuolumne",2021,8292,148
"Tuolumne",2022,13758,182
"Turner",2020,1642,74
"Turner",2021,3398,112
"Turner",2022,4538,123
"Tuscaloosa",2020,18745,218
"Tuscaloosa",2021,37677,655
"Tuscaloosa",2022,56301,786
"Tuscarawas",2020,6196,151
"Tuscarawas",2021,16336,403
"Tuscarawas",2022,20753,505
"Tuscola",2020,2637,89
"Tuscola",2021,9978,238
"Tuscola",2022,13350,277
"Twiggs",2020,428,19
"Twiggs",2021,1181,62
"Twiggs",2022,1543,70
"Twin Falls",2020,7946,114
"Twin Falls",2021,17042,246
"Twin Falls",2022,24129,296
"Tyler",2020,1159,13
"Tyler",2021,4108,98
"Tyler",2022,5619,120
"Tyrrell",2020,169,3
"Tyrrell",2021,624,7
"Tyrrell",2022,982,8
"Uinta",2020,1558,7
"Uinta",2021,4154,31
"Uinta",2022,5643,39
"Uintah",2020,1267,9
"Uintah",2021,5721,54
"Uintah",2022,8071,72
"Ulster",2020,5816,143
"Ulster",2021,22596,313
"Ulster",2022,33856,365
"Umatilla",2020,5697,57
"Umatilla",2021,15664,187
"Umatilla",2022,22545,225
"Unicoi",2020,1446,40
"Unicoi",2021,3426,79
"Unicoi",2022,5191,96
"Union",2020,76131,2177
"Union",2021,219948,3746
"Union",2022,314203,4379
"Unknown",2020,66458,2440
"Unknown",2021,184797,5840
"Unknown",2022,409293,8609
"Upshur",2020,2830,35
"Upshur",2021,10873,232
"Upshur",2022,14854,281
"Upson",2020,2269,82
"Upson",2021,5977,192
"Upson",2022,7803,235
"Upton",2020,259,7
"Upton",2021,666,15
"Upton",2022,833,18
"Utah",2020,67250,215
"Utah",2021,144502,656
"Utah",2022,203286,791
"Utuado",2020,726,0
"Utuado",2021,1637,0
"Utuado",2022,4103,0
"Uvalde",2020,1900,42
"Uvalde",2021,6551,120
"Uvalde",2022,10600,145
"Val Verde",2020,4696,153
"Val Verde",2021,10866,258
"Val Verde",2022,14368,303
"Valdez-Cordova Census Area",2020,341,2
"Valdez-Cordova Census Area",2021,1941,12
"Valdez-Cordova Census Area",2022,2948,19
"Valencia",2020,5209,66
"Valencia",2021,13079,193
"Valencia",2022,19238,276
"Valley",2020,1389,13
"Valley",2021,3630,50
"Valley",2022,5078,59
"Van Buren",2020,5816,103
"Van Buren",2021,17673,323
"Van Buren",2022,24070,410
"Van Wert",2020,1711,37
"Van Wert",2021,5098,112
"Van Wert",2022,6755,148
"Van Zandt",2020,2471,63
"Van Zandt",2021,8445,233
"Van Zandt",2022,10399,280
"Vance",2020,2679,68
"Vance",2021,7943,104
"Vance",2022,11936,122
"Vanderburgh",2020,15793,204
"Vanderburgh",2021,37846,527
"Vanderburgh",2022,57824,640
"Vega Alta",2020,1568,0
"Vega Alta",2021,3754,0
"Vega Alta",2022,7178,0
"Vega Baja",2020,2226,0
"Vega Baja",2021,6053,0
"Vega Baja",2022,11916,0
"Venango",2020,2410,47
"Venango",2021,8971,200
"Venango",2022,11406,241
"Ventura",2020,40854,263
"Ventura",2021,112871,1211
"Ventura",2022,186062,1498
"Vermilion",2020,9947,175
"Vermilion",2021,29868,453
"Vermilion",2022,43609,537
"Vermillion",2020,1275,31
"Vermillion",2021,3101,61
"Vermillion",2022,4130,75
"Vernon",2020,4856,125
"Vernon",2021,14439,329
"Vernon",2022,21282,398
"Victoria",2020,5881,122
"Victoria",2021,13266,357
"Victoria",2022,18919,413
"Vieques",2020,179,0
"Vieques",2021,360,0
"Vieques",2022,935,0
"Vigo",2020,9402,163
"Vigo",2021,20959,333
"Vigo",2022,29049,414
"Vilas",2020,1671,23
"Vilas",2021,3711,70
"Vilas",2022,5270,89
"Villalba",2020,587,0
"Villalba",2021,1502,0
"Villalba",2022,3999,0
"Vinton",2020,513,11
"Vinton",2021,2074,43
"Vinton",2022,2918,55
"Virginia Beach city",2020,16980,152
"Virginia Beach city",2021,58611,603
"Virginia Beach city",2022,91483,824
"Volusia",2020,22291,449
"Volusia",2021,82954,1647
"Volusia",2022,118119,1988
"Wabash",2020,3683,56
"Wabash",2021,9307,153
"Wabash",2022,12480,188
"Wabasha",2020,1500,2
"Wabasha",2021,4118,12
"Wabasha",2022,5795,16
"Wabaunsee",2020,452,8
"Wabaunsee",2021,1228,19
"Wabaunsee",2022,1642,22
"Wadena",2020,1123,12
"Wadena",2021,3242,44
"Wadena",2022,4261,55
"Wagoner",2020,4650,46
"Wagoner",2021,13729,219
"Wagoner",2022,21915,277
"Wahkiakum",2020,48,0
"Wahkiakum",2021,315,5
"Wahkiakum",2022,537,7
"Wake",2020,45944,344
"Wake",2021,156133,920
"Wake",2022,300453,1119
"Wakulla",2020,2106,25
"Wakulla",2021,6803,106
"Wakulla",2022,9972,125
"Waldo",2020,380,17
"Waldo",2021,3616,38
"Waldo",2022,6467,58
"Walker",2020,15602,283
"Walker",2021,37614,753
"Walker",2022,55117,903
"Walla Walla",2020,3586,35
"Walla Walla",2021,9753,114
"Walla Walla",2022,16305,142
"Wallace",2020,162,0
"Wallace",2021,346,5
"Wallace",2022,438,5
"Waller",2020,2058,22
"Waller",2021,7060,87
"Waller",2022,9695,108
"Wallowa",2020,77,3
"Wallowa",2021,787,13
"Wallowa",2022,1267,16
"Walsh",2020,1638,21
"Walsh",2021,2596,34
"Walsh",2022,3374,34
"Walthall",2020,1012,34
"Walthall",2021,2298,66
"Walthall",2022,3622,79
"Walton",2020,10669,140
"Walton",2021,29609,534
"Walton",2022,38574,644
"Walworth",2020,10057,117
"Walworth",2021,20697,237
"Walworth",2022,28656,307
"Wapello",2020,3144,91
"Wapello",2021,7106,157
"Wapello",2022,9003,204
"Ward",2020,9207,183
"Ward",2021,17350,269
"Ward",2022,23717,295
"Ware",2020,3313,83
"Ware",2021,7743,251
"Ware",2022,10121,280
"Warren",2020,50521,726
"Warren",2021,147701,2101
"Warren",2022,213110,2603
"Warrick",2020,5328,89
"Warrick",2021,13390,209
"Warrick",2022,20420,239
"Wasatch",2020,3196,15
"Wasatch",2021,7186,31
"Wasatch",2022,10804,35
"Wasco",2020,917,22
"Wasco",2021,3322,48
"Wasco",2022,5218,63
"Waseca",2020,1755,13
"Waseca",2021,4280,35
"Waseca",2022,5587,39
"Washakie",2020,780,19
"Washakie",2021,1879,37
"Washakie",2022,2358,44
"Washburn",2020,1110,14
"Washburn",2021,3099,34
"Washburn",2022,4078,46
"Washington",2020,152792,2045
"Washington",2021,410732,5510
"Washington",2022,627493,6879
"Washita",2020,757,3
"Washita",2021,1739,34
"Washita",2022,2639,54
"Washoe",2020,35756,489
"Washoe",2021,72020,1016
"Washoe",2022,105973,1202
"Washtenaw",2020,14234,200
"Washtenaw",2021,47433,413
"Washtenaw",2022,83317,522
"Watauga",2020,2605,16
"Watauga",2021,7577,44
"Watauga",2022,12877,68
"Watonwan",2020,1024,7
"Watonwan",2021,2171,21
"Watonwan",2022,2990,23
"Waukesha",2020,37254,370
"Waukesha",2021,77551,840
"Waukesha",2022,115887,1093
"Waupaca",2020,4786,135
"Waupaca",2021,10395,216
"Waupaca",2022,13835,252
"Waushara",2020,2071,18
"Waushara",2021,4573,72
"Waushara",2022,6522,87
"Wayne",2020,121207,4330
"Wayne",2021,381718,8309
"Wayne",2022,566253,10270
"Waynesboro city",2020,1227,13
"Waynesboro city",2021,4094,54
"Waynesboro city",2022,6033,69
"Weakley",2020,3071,43
"Weakley",2021,6769,107
"Weakley",2022,9586,152
"Webb",2020,26989,509
"Webb",2021,58076,986
"Webb",2022,96110,1036
"Weber",2020,19528,99
"Weber",2021,49509,352
"Weber",2022,71645,443
"Webster",2020,11787,207
"Webster",2021,29112,538
"Webster",2022,41305,669
"Weld",2020,20100,287
"Weld",2021,57839,587
"Weld",2022,85893,703
"Wells",2020,2361,55
"Wells",2021,6150,131
"Wells",2022,7529,144
"West Baton Rouge",2020,1836,48
"West Baton Rouge",2021,4731,79
"West Baton Rouge",2022,7335,90
"West Carroll",2020,913,34
"West Carroll",2021,2244,53
"West Carroll",2022,3629,66
"West Feliciana",2020,950,25
"West Feliciana",2021,1522,41
"West Feliciana",2022,2835,46
"Westchester",2020,70613,1675
"Westchester",2021,186738,2410
"Westchester",2022,264447,2720
"Westmoreland",2020,20150,437
"Westmoreland",2021,62064,1160
"Westmoreland",2022,84290,1430
"Weston",2020,476,2
"Weston",2021,1254,14
"Weston",2022,1588,18
"Wetzel",2020,716,16
"Wetzel",2021,2993,68
"Wetzel",2022,4367,86
"Wexford",2020,994,18
"Wexford",2021,5056,85
"Wexford",2022,7169,107
"Wharton",2020,2442,74
"Wharton",2021,6502,193
"Wharton",2022,9175,214
"Whatcom",2020,3478,55
"Whatcom",2021,20313,201
"Whatcom",2022,39343,301
"Wheatland",2020,141,6
"Wheatland",2021,277,13
"Wheatland",2022,386,14
"Wheeler",2020,906,27
"Wheeler",2021,2108,53
"Wheeler",2022,2976,67
"White",2020,13290,204
"White",2021,34384,580
"White",2022,48617,740
"White Pine",2020,379,3
"White Pine",2021,1480,18
"White Pine",2022,1693,20
"Whiteside",2020,4982,160
"Whiteside",2021,10602,238
"Whiteside",2022,15768,268
"Whitfield",2020,11988,126
"Whitfield",2021,24304,362
"Whitfield",2022,34132,439
"Whitley",2020,5241,29
"Whitley",2021,17127,209
"Whitley",2022,24152,283
"Whitman",2020,2784,27
"Whitman",2021,6260,83
"Whitman",2022,8806,90
"Wibaux",2020,113,4
"Wibaux",2021,179,8
"Wibaux",2022,204,8
"Wichita",2020,11229,218
"Wichita",2021,23454,553
"Wichita",2022,34636,687
"Wicomico",2020,4752,78
"Wicomico",2021,13116,250
"Wicomico",2022,20013,328
"Wilbarger",2020,1380,31
"Wilbarger",2021,2591,72
"Wilbarger",2022,3486,87
"Wilcox",2020,1485,54
"Wilcox",2021,3211,100
"Wilcox",2022,4906,117
"Wilkes",2020,4516,82
"Wilkes",2021,13748,244
"Wilkes",2022,19871,317
"Wilkin",2020,588,7
"Wilkin",2021,1290,17
"Wilkin",2022,1662,22
"Wilkinson",2020,1174,41
"Wilkinson",2021,2772,86
"Wilkinson",2022,4051,102
"Will",2020,52293,780
"Will",2021,119193,1314
"Will",2022,169447,1612
"Willacy",2020,1724,63
"Willacy",2021,5003,114
"Willacy",2022,7089,130
"Williams",2020,6252,80
"Williams",2021,15261,189
"Williams",2022,19586,232
"Williamsburg",2020,2213,61
"Williamsburg",2021,5894,131
"Williamsburg",2022,8557,146
"Williamsburg city",2020,360,8
"Williamsburg city",2021,1343,13
"Williamsburg city",2022,1837,22
"Williamson",2020,46103,440
"Williamson",2021,142820,1287
"Williamson",2022,221171,1604
"Wilson",2020,20814,274
"Wilson",2021,54044,826
"Wilson",2022,77716,1000
"Winchester city",2020,1664,12
"Winchester city",2021,4406,58
"Winchester city",2022,6440,80
"Windham",2020,5610,83
"Windham",2021,21529,277
"Windham",2022,33637,341
"Windsor",2020,404,3
"Windsor",2021,5021,44
"Windsor",2022,9638,52
"Winkler",2020,546,15
"Winkler",2021,1395,32
"Winkler",2022,1846,34
"Winn",2020,1227,30
"Winn",2021,2798,58
"Winn",2022,4452,64
"Winnebago",2020,42251,567
"Winnebago",2021,91957,1045
"Winnebago",2022,135133,1284
"Winneshiek",2020,1386,18
"Winneshiek",2021,3021,45
"Winneshiek",2022,3906,50
"Winona",2020,3565,43
"Winona",2021,8467,63
"Winona",2022,13109,72
"Winston",2020,3831,81
"Winston",2021,8227,204
"Winston",2022,12807,235
"Wirt",2020,229,1
"Wirt",2021,1014,18
"Wirt",2022,1455,25
"Wise",2020,6404,131
"Wise",2021,18644,359
"Wise",2022,27358,469
"Wolfe",2020,300,3
"Wolfe",2021,1493,14
"Wolfe",2022,2531,28
"Wood",2020,21446,317
"Wood",2021,60127,967
"Wood",2022,83892,1222
"Woodbury",2020,12339,167
"Woodbury",2021,21817,282
"Woodbury",2022,28838,339
"Woodford",2020,4071,59
"Woodford",2021,11589,148
"Woodford",2022,17556,173
"Woodruff",2020,367,2
"Woodruff",2021,1194,24
"Woodruff",2022,1732,31
"Woods",2020,981,5
"Woods",2021,1783,30
"Woods",2022,2352,38
"Woodson",2020,119,0
"Woodson",2021,571,10
"Woodson",2022,796,15
"Woodward",2020,2461,10
"Woodward",2021,4194,55
"Woodward",2022,5172,76
"Worcester",2020,44818,1571
"Worcester",2021,134645,2708
"Worcester",2022,210495,2756
"Worth",2020,1815,44
"Worth",2021,4924,109
"Worth",2022,6865,139
"Wrangell City and Borough",2020,24,0
"Wrangell City and Borough",2021,221,1
"Wrangell City and Borough",2022,579,1
"Wright",2020,13460,130
"Wright",2021,34530,380
"Wright",2022,44655,452
"Wyandot",2020,1628,33
"Wyandot",2021,4191,82
"Wyandot",2022,5441,105
"Wyandotte",2020,15892,198
"Wyandotte",2021,31908,408
"Wyandotte",2022,47365,508
"Wyoming",2020,3436,72
"Wyoming",2021,14416,239
"Wyoming",2022,20993,306
"Wythe",2020,1333,28
"Wythe",2021,5178,119
"Wythe",2022,7557,149
"Yabucoa",2020,750,0
"Yabucoa",2021,2227,0
"Yabucoa",2022,5508,0
"Yadkin",2020,2377,28
"Yadkin",2021,7376,90
"Yadkin",2022,11048,120
"Yakima",2020,21053,317
"Yakima",2021,48370,656
"Yakima",2022,73887,790
"Yakutat plus Hoonah-Angoon",2020,51,1
"Yakutat plus Hoonah-Angoon",2021,291,3
"Yakutat plus Hoonah-Angoon",2022,556,5
"Yalobusha",2020,1014,33
"Yalobusha",2021,2674,48
"Yalobusha",2022,4114,57
"Yamhill",2020,2681,35
"Yamhill",2021,10507,157
"Yamhill",2022,18265,222
"Yancey",2020,1031,5
"Yancey",2021,3522,36
"Yancey",2022,5353,57
"Yankton",2020,2514,26
"Yankton",2021,4438,44
"Yankton",2022,5929,59
"Yates",2020,522,11
"Yates",2021,2418,36
"Yates",2022,3704,40
"Yauco",2020,882,0
"Yauco",2021,2179,0
"Yauco",2022,5442,0
"Yavapai",2020,11530,221
"Yavapai",2021,36531,964
"Yavapai",2022,48293,1212
"Yazoo",2020,2133,50
"Yazoo",2021,4938,94
"Yazoo",2022,8054,107
"Yell",2020,2423,43
"Yell",2021,4981,88
"Yell",2022,6859,106
"Yellow Medicine",2020,880,14
"Yellow Medicine",2021,2020,25
"Yellow Medicine",2022,2580,29
"Yellowstone",2020,13847,161
"Yellowstone",2021,32133,473
"Yellowstone",2022,43099,551
"Yoakum",2020,779,20
"Yoakum",2021,1381,35
"Yoakum",2022,1317,42
"Yolo",2020,8295,111
"Yolo",2021,23200,270
"Yolo",2022,41061,316
"York",2020,46696,691
"York",2021,171574,2036
"York",2022,254721,2601
"Young",2020,1425,30
"Young",2021,3101,74
"Young",2022,4002,94
"Yuba",2020,3898,19
"Yuba",2021,11691,99
"Yuba",2022,17944,122
"Yukon-Koyukuk Census Area",2020,209,4
"Yukon-Koyukuk Census Area",2021,823,8
"Yukon-Koyukuk Census Area",2022,1438,10
"Yuma",2020,28364,540
"Yuma",2021,46125,1007
"Yuma",2022,64637,1204
"Zapata",2020,1024,10
"Zapata",2021,2289,46
"Zapata",2022,3752,55
"Zavala",2020,944,25
"Zavala",2021,2601,56
"Zavala",2022,4059,68
"Ziebach",2020,291,8
"Ziebach",2021,487,11
"Ziebach",2022,664,11
